Protein_ID;Gene Name;log2_FC;p_val;p_adj;significant;WT_vs_DPP4_significant;imputed;num_NAs;Protein.Names.x;Protein.Names.y
Q9NWU2;GID8;-0.124;0.554;0.676;FALSE;FALSE;FALSE;0;GID8;Glucose-induced degradation protein 8 homolog
Q9NWU5;MRPL22;-0.21;0.282;0.413;FALSE;FALSE;FALSE;0;RM22;Large ribosomal subunit protein uL22m
Q9NWV4;CZIB;-0.0284;0.869;0.917;FALSE;FALSE;FALSE;0;CZIB;CXXC motif containing zinc binding protein
Q9NWV8;BABAM1;-0.0224;0.922;0.951;FALSE;FALSE;FALSE;0;BABA1;BRISC and BRCA1-A complex member 1
Q9NWX5;ASB6;-0.695;0.0081;0.0232;FALSE;FALSE;FALSE;0;ASB6;Ankyrin repeat and SOCS box protein 6
Q9NWX6;THG1L;-0.531;0.00159;0.00583;FALSE;FALSE;FALSE;0;THG1;Probable tRNA(His) guanylyltransferase
Q9NWY4;HPF1;0.123;0.27;0.399;FALSE;FALSE;FALSE;0;HPF1;Histone PARylation factor 1
Q9NWZ3;IRAK4;0.418;0.186;0.302;FALSE;FALSE;TRUE;2;IRAK4;Interleukin-1 receptor-associated kinase 4
Q9NWZ5;UCKL1;0.283;0.171;0.284;FALSE;FALSE;FALSE;0;UCKL1;Uridine-cytidine kinase-like 1
Q9NWZ8;GEMIN8;-0.515;0.00961;0.0269;FALSE;FALSE;FALSE;0;GEMI8;Gem-associated protein 8
Q9NX01;TXNL4B;0.613;0.29;0.422;FALSE;FALSE;TRUE;10;TXN4B;Thioredoxin-like protein 4B
Q9NX04;AIRIM;0.171;0.505;0.634;FALSE;FALSE;FALSE;0;AIRIM;AFG2-interacting ribosome maturation factor
Q9NX05;FAM120C;0.816;0.0000069;0.0000512;FALSE;FALSE;FALSE;0;F120C;Constitutive coactivator of PPAR-gamma-like protein 2
Q9NX08;COMMD8;-0.138;0.255;0.383;FALSE;FALSE;FALSE;0;COMD8;COMM domain-containing protein 8
Q9NX14;NDUFB11;-0.0836;0.832;0.891;FALSE;FALSE;FALSE;0;NDUBB;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial
Q9NX18;SDHAF2;0.901;0.00000156;0.0000136;FALSE;FALSE;FALSE;0;SDHF2;Succinate dehydrogenase assembly factor 2, mitochondrial
Q9NX20;MRPL16;0.0756;0.593;0.71;FALSE;FALSE;FALSE;0;RM16;Large ribosomal subunit protein uL16m
Q9NX24;NHP2;0.00908;0.944;0.966;FALSE;FALSE;FALSE;0;NHP2;H/ACA ribonucleoprotein complex subunit 2
Q9NX40;OCIAD1;-0.354;0.00472;0.0145;FALSE;FALSE;FALSE;0;OCAD1;OCIA domain-containing protein 1
Q9NX46;ADPRS;-0.314;0.0165;0.0424;FALSE;FALSE;FALSE;0;ADPRS;ADP-ribosylhydrolase ARH3
Q9NX47;MARCHF5;-0.0191;0.894;0.935;FALSE;FALSE;FALSE;0;MARH5;E3 ubiquitin-protein ligase MARCHF5
Q9NX55;HYPK;0.162;0.315;0.448;FALSE;FALSE;FALSE;0;HYPK;Huntingtin-interacting protein K
Q9NX58;LYAR;-0.577;0.000000165;0.00000188;FALSE;FALSE;FALSE;0;LYAR;Cell growth-regulating nucleolar protein
Q9NX62;BPNT2;0.0391;0.664;0.767;FALSE;FALSE;FALSE;0;IMPA3;Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase
Q9NX63;CHCHD3;0.0221;0.59;0.708;FALSE;FALSE;FALSE;0;MIC19;MICOS complex subunit MIC19
Q9NX70;MED29;-0.136;0.301;0.434;FALSE;FALSE;FALSE;0;MED29;Mediator of RNA polymerase II transcription subunit 29
Q9NX74;DUS2;-0.232;0.0444;0.0967;FALSE;FALSE;FALSE;0;DUS2;tRNA-dihydrouridine(20) synthase [NAD(P)+]-like
Q9NX76;CMTM6;-0.691;0.000645;0.00268;FALSE;FALSE;FALSE;0;CKLF6;CKLF-like MARVEL transmembrane domain-containing protein 6
Q9NXA8;SIRT5;-0.356;0.000437;0.0019;FALSE;FALSE;FALSE;0;SIR5;NAD-dependent protein deacylase sirtuin-5, mitochondrial
Q9NXC5;MIOS;-0.221;0.354;0.489;FALSE;FALSE;FALSE;0;MIOS;GATOR2 complex protein MIOS
Q9NXE4;SMPD4;0.117;0.444;0.577;FALSE;FALSE;FALSE;0;NSMA3;Sphingomyelin phosphodiesterase 4
Q9NXF1;TEX10;0.105;0.529;0.654;FALSE;FALSE;FALSE;0;TEX10;Testis-expressed protein 10
Q9NXF7;DCAF16;0.0733;0.838;0.895;FALSE;FALSE;TRUE;7;DCA16;DDB1- and CUL4-associated factor 16
Q9NXG2;THUMPD1;0.245;0.156;0.264;FALSE;FALSE;FALSE;0;THUM1;THUMP domain-containing protein 1
Q9NXG6;P4HTM;-0.0638;0.442;0.576;FALSE;FALSE;FALSE;0;P4HTM;Transmembrane prolyl 4-hydroxylase
Q9NXH8;TOR4A;-0.167;0.416;0.55;FALSE;FALSE;TRUE;10;TOR4A;Torsin-4A
Q9NXH9;TRMT1;-0.157;0.0885;0.169;FALSE;FALSE;FALSE;0;TRM1;tRNA (guanine(26)-N(2))-dimethyltransferase
Q9NXR1;NDE1;0.145;0.19;0.307;FALSE;FALSE;FALSE;0;NDE1;Nuclear distribution protein nudE homolog 1
Q9NXR7;BABAM2;0.156;0.194;0.312;FALSE;FALSE;FALSE;0;BABA2;BRISC and BRCA1-A complex member 2
Q9NXS2;QPCTL;0.25;0.152;0.259;FALSE;FALSE;FALSE;0;QPCTL;Glutaminyl-peptide cyclotransferase-like protein
Q9NXU5;ARL15;-0.0176;0.967;0.979;FALSE;FALSE;TRUE;10;ARL15;ADP-ribosylation factor-like protein 15
Q9NXV2;KCTD5;-0.66;2.44E-08;0.000000342;FALSE;FALSE;FALSE;0;KCTD5;BTB/POZ domain-containing protein KCTD5
Q9NXV6;CDKN2AIP;0.494;8.67E-09;0.000000138;FALSE;FALSE;FALSE;0;CARF;CDKN2A-interacting protein
Q9NXW2;DNAJB12;-0.289;0.0116;0.0314;FALSE;FALSE;FALSE;0;DJB12;DnaJ homolog subfamily B member 12
Q9NXX6;NSMCE4A;0.498;0.059;0.122;FALSE;FALSE;TRUE;5;NSE4A;Non-structural maintenance of chromosomes element 4 homolog A
Q9NY12;GAR1;-0.0215;0.859;0.911;FALSE;FALSE;FALSE;0;GAR1;H/ACA ribonucleoprotein complex subunit 1
Q9NY27;PPP4R2;-0.0456;0.555;0.676;FALSE;FALSE;FALSE;0;PP4R2;Serine/threonine-protein phosphatase 4 regulatory subunit 2
Q9NY33;DPP3;-0.384;0.0072;0.021;FALSE;FALSE;FALSE;0;DPP3;Dipeptidyl peptidase 3
Q9NY61;AATF;0.0687;0.74;0.827;FALSE;FALSE;FALSE;0;AATF;Protein AATF
Q9NY65;TUBA8;0.773;0.267;0.396;FALSE;FALSE;TRUE;1;TBA8;Tubulin alpha-8 chain
Q9NY93;DDX56;-0.0595;0.489;0.62;FALSE;FALSE;FALSE;0;DDX56;Probable ATP-dependent RNA helicase DDX56
Q9NYB0;TERF2IP;0.165;0.298;0.431;FALSE;FALSE;FALSE;0;TE2IP;Telomeric repeat-binding factor 2-interacting protein 1
Q9NYB9;ABI2;0.912;1.90E-09;0.000000039;FALSE;FALSE;FALSE;0;ABI2;Abl interactor 2
Q9NYF8;BCLAF1;-0.105;0.144;0.249;FALSE;FALSE;FALSE;0;BCLF1;Bcl-2-associated transcription factor 1
Q9NYG2;ZDHHC3;0.115;0.719;0.81;FALSE;FALSE;TRUE;1;ZDHC3;Palmitoyltransferase ZDHHC3
Q9NYH9;UTP6;-0.117;0.144;0.249;FALSE;FALSE;FALSE;0;UTP6;U3 small nucleolar RNA-associated protein 6 homolog
Q9NYJ1;COA4;0.314;0.0378;0.0845;FALSE;FALSE;FALSE;0;COA4;Cytochrome c oxidase assembly factor 4 homolog, mitochondrial
Q9NYJ8;TAB2;-0.0917;0.755;0.837;FALSE;FALSE;FALSE;0;TAB2;TGF-beta-activated kinase 1 and MAP3K7-binding protein 2
Q9NYK5;MRPL39;0.0584;0.325;0.459;FALSE;FALSE;FALSE;0;RM39;Large ribosomal subunit protein mL39
Q9NYL2;MAP3K20;-0.535;0.0000019;0.0000161;FALSE;FALSE;FALSE;0;M3K20;Mitogen-activated protein kinase kinase kinase 20
Q9NYL4;FKBP11;0.862;0.0000394;0.000239;FALSE;FALSE;TRUE;6;FKB11;Peptidyl-prolyl cis-trans isomerase FKBP11
Q9NYL9;TMOD3;-0.164;0.0874;0.168;FALSE;FALSE;FALSE;0;TMOD3;Tropomodulin-3
Q9NYP7;ELOVL5;0.445;0.0995;0.186;FALSE;FALSE;FALSE;0;ELOV5;Very long chain fatty acid elongase 5
Q9NYP9;MIS18A;0.196;0.456;0.588;FALSE;FALSE;FALSE;0;MS18A;Protein Mis18-alpha
Q9NYR9;NKIRAS2;0.155;0.54;0.664;FALSE;FALSE;TRUE;1;KBRS2;NF-kappa-B inhibitor-interacting Ras-like protein 2
Q9NYS0;NKIRAS1;-0.358;0.423;0.557;FALSE;FALSE;TRUE;4;KBRS1;NF-kappa-B inhibitor-interacting Ras-like protein 1
Q9NYT0;PLEK2;-0.431;0.0000132;0.0000917;FALSE;FALSE;FALSE;0;PLEK2;Pleckstrin-2
Q9NYU2;UGGT1;0.462;0.00000252;0.0000208;FALSE;FALSE;FALSE;0;UGGG1;UDP-glucose:glycoprotein glucosyltransferase 1
Q9NYV4;CDK12;0.071;0.415;0.55;FALSE;FALSE;FALSE;0;CDK12;Cyclin-dependent kinase 12
Q9NYY8;FASTKD2;-0.144;0.388;0.523;FALSE;FALSE;FALSE;0;FAKD2;FAST kinase domain-containing protein 2, mitochondrial
Q9NYZ3;GTSE1;-0.267;0.047;0.101;FALSE;FALSE;FALSE;0;GTSE1;G2 and S phase-expressed protein 1
Q9NZ01;TECR;-0.0948;0.198;0.317;FALSE;FALSE;FALSE;0;TECR;Very-long-chain enoyl-CoA reductase
Q9NZ08;ERAP1;-0.476;0.00000174;0.000015;FALSE;FALSE;FALSE;0;ERAP1;Endoplasmic reticulum aminopeptidase 1
Q9NZ09;UBAP1;0.0796;0.766;0.846;FALSE;FALSE;TRUE;3;UBAP1;Ubiquitin-associated protein 1
Q9NZ32;ACTR10;0.136;0.24;0.367;FALSE;FALSE;FALSE;0;ARP10;Actin-related protein 10
Q9NZ43;USE1;0.347;0.0000209;0.000137;FALSE;FALSE;FALSE;0;USE1;Vesicle transport protein USE1
Q9NZ52;GGA3;0.212;0.263;0.392;FALSE;FALSE;FALSE;0;GGA3;ADP-ribosylation factor-binding protein GGA3
Q9NZ56;FMN2;0.959;0.0000909;0.000494;FALSE;FALSE;TRUE;6;FMN2;Formin-2
Q9NZ63;C9orf78;-0.224;0.111;0.203;FALSE;FALSE;FALSE;0;TLS1;Splicing factor C9orf78
Q9NZ71;RTEL1;0.371;0.0127;0.0337;FALSE;FALSE;TRUE;3;RTEL1;Regulator of telomere elongation helicase 1
Q9NZA1;CLIC5;0.241;0.816;0.881;FALSE;FALSE;TRUE;12;CLIC5;Chloride intracellular channel protein 5
Q9NZB2;FAM120A;0.212;0.000314;0.00143;FALSE;FALSE;FALSE;0;F120A;Constitutive coactivator of PPAR-gamma-like protein 1
Q9NZC9;SMARCAL1;0.0312;0.811;0.878;FALSE;FALSE;FALSE;0;SMAL1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1
Q9NZD2;GLTP;0.76;4.73E-09;0.000000084;FALSE;FALSE;FALSE;0;GLTP;Glycolipid transfer protein
Q9NZD8;SPG21;0.0683;0.237;0.364;FALSE;FALSE;FALSE;0;SPG21;Maspardin
Q9NZI7;UBP1;0.257;0.044;0.0957;FALSE;FALSE;FALSE;0;UBIP1;Upstream-binding protein 1
Q9NZJ4;SACS;0.377;0.263;0.392;FALSE;FALSE;FALSE;0;SACS;Sacsin
Q9NZJ5;EIF2AK3;0.578;0.0229;0.0557;FALSE;FALSE;TRUE;2;E2AK3;Eukaryotic translation initiation factor 2-alpha kinase 3
Q9NZJ6;COQ3;-0.065;0.754;0.836;FALSE;FALSE;FALSE;0;COQ3;Ubiquinone biosynthesis O-methyltransferase, mitochondrial
Q9NZJ7;MTCH1;-0.104;0.758;0.839;FALSE;FALSE;FALSE;0;MTCH1;Mitochondrial carrier homolog 1
Q9NZJ9;NUDT4;-0.599;0.0949;0.179;FALSE;FALSE;FALSE;0;NUDT4;Diphosphoinositol polyphosphate phosphohydrolase 2
Q9NZL4;HSPBP1;-0.449;0.00000614;0.0000464;FALSE;FALSE;FALSE;0;HPBP1;Hsp70-binding protein 1
Q9NZL9;MAT2B;-0.314;0.159;0.268;FALSE;FALSE;FALSE;0;MAT2B;Methionine adenosyltransferase 2 subunit beta
Q9NZM1;MYOF;0.594;5.12E-12;2.25E-10;FALSE;FALSE;FALSE;0;MYOF;Myoferlin
Q9NZM3;ITSN2;0.385;0.00118;0.00452;FALSE;FALSE;FALSE;0;ITSN2;Intersectin-2
Q9NZM5;NOP53;-0.118;0.322;0.457;FALSE;FALSE;FALSE;0;NOP53;Ribosome biogenesis protein NOP53
Q9NZN5;ARHGEF12;0.199;0.117;0.211;FALSE;FALSE;FALSE;0;ARHGC;Rho guanine nucleotide exchange factor 12
Q9NZN8;CNOT2;-0.00138;0.992;0.995;FALSE;FALSE;FALSE;0;CNOT2;CCR4-NOT transcription complex subunit 2
Q9NZQ3;NCKIPSD;-0.145;0.467;0.599;FALSE;FALSE;FALSE;0;SPN90;NCK-interacting protein with SH3 domain
Q9NZQ7;CD274;-0.895;0.0000323;0.000199;FALSE;FALSE;TRUE;3;PD1L1;Programmed cell death 1 ligand 1
Q9NZT2;OGFR;-0.0889;0.0702;0.141;FALSE;FALSE;FALSE;0;OGFR;Opioid growth factor receptor
Q9NZV5;SELENON;0.113;0.452;0.585;FALSE;FALSE;FALSE;0;SELN;Selenoprotein N
Q9NZW5;PALS2;-0.138;0.543;0.666;FALSE;FALSE;FALSE;0;PALS2;Protein PALS2
Q9NZZ3;CHMP5;0.0153;0.934;0.959;FALSE;FALSE;FALSE;0;CHMP5;Charged multivesicular body protein 5
Q9P000;COMMD9;0.201;0.324;0.459;FALSE;FALSE;FALSE;0;COMD9;COMM domain-containing protein 9
Q9P013;CWC15;-0.068;0.566;0.686;FALSE;FALSE;FALSE;0;CWC15;Spliceosome-associated protein CWC15 homolog
Q9P015;MRPL15;-0.086;0.494;0.625;FALSE;FALSE;FALSE;0;RM15;Large ribosomal subunit protein uL15m
Q9P016;THYN1;-0.142;0.257;0.385;FALSE;FALSE;FALSE;0;THYN1;Thymocyte nuclear protein 1
Q9P021;CRIPT;0.222;0.472;0.604;FALSE;FALSE;TRUE;10;CRIPT;Cysteine-rich PDZ-binding protein
Q9P031;CCDC59;0.0163;0.868;0.916;FALSE;FALSE;FALSE;0;TAP26;Thyroid transcription factor 1-associated protein 26
Q9P032;NDUFAF4;0.244;0.163;0.273;FALSE;FALSE;FALSE;0;NDUF4;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
Q9P035;HACD3;0.0943;0.584;0.702;FALSE;FALSE;FALSE;0;HACD3;Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3
Q9P086;MED11;-0.395;0.00933;0.0262;FALSE;FALSE;FALSE;0;MED11;Mediator of RNA polymerase II transcription subunit 11
Q9P0I2;EMC3;0.195;0.112;0.204;FALSE;FALSE;FALSE;0;EMC3;ER membrane protein complex subunit 3
Q9P0J0;NDUFA13;0.333;0.0423;0.0927;FALSE;FALSE;FALSE;0;NDUAD;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
Q9P0J1;PDP1;-0.257;0.124;0.221;FALSE;FALSE;FALSE;0;PDP1;[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial
Q9P0J7;KCMF1;0.22;0.273;0.403;FALSE;FALSE;FALSE;0;KCMF1;E3 ubiquitin-protein ligase KCMF1
Q9P0K7;RAI14;0.0766;0.353;0.488;FALSE;FALSE;FALSE;0;RAI14;Ankycorbin
Q9P0L0;VAPA;0.0585;0.448;0.581;FALSE;FALSE;FALSE;0;VAPA;Vesicle-associated membrane protein-associated protein A
Q9P0L2;MARK1;0.96;0.125;0.222;FALSE;FALSE;TRUE;3;MARK1;Serine/threonine-protein kinase MARK1
Q9P0M6;MACROH2A2;0.178;0.316;0.449;FALSE;FALSE;FALSE;0;H2AW;Core histone macro-H2A.2
Q9P0M9;MRPL27;0.221;0.312;0.445;FALSE;FALSE;TRUE;2;RM27;Large ribosomal subunit protein bL27m
Q9P0P0;RNF181;0.648;0.0124;0.0332;FALSE;FALSE;FALSE;0;RN181;E3 ubiquitin-protein ligase RNF181
Q9P0R6;GSKIP;0.385;0.421;0.555;FALSE;FALSE;TRUE;11;GSKIP;GSK3B-interacting protein
Q9P0S2;COX16;-0.422;0.34;0.475;FALSE;FALSE;TRUE;1;COX16;Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial
Q9P0S3;ORMDL1;0.356;0.186;0.302;FALSE;FALSE;FALSE;0;ORML1;ORM1-like protein 1
Q9P0S9;TMEM14C;-0.0736;0.492;0.623;FALSE;FALSE;FALSE;0;TM14C;Transmembrane protein 14C
Q9P0T7;TMEM9;-0.616;0.416;0.55;FALSE;FALSE;TRUE;2;TMEM9;Proton-transporting V-type ATPase complex assembly regulator TMEM9
Q9P0U4;CXXC1;0.359;0.0826;0.161;FALSE;FALSE;TRUE;1;CXXC1;CXXC-type zinc finger protein 1
Q9P0V9;SEPTIN10;0.886;7.59E-09;0.000000122;FALSE;FALSE;FALSE;0;sept-10;Septin-10
Q9P107;GMIP;0.307;0.00406;0.0128;FALSE;FALSE;FALSE;0;GMIP;GEM-interacting protein
Q9P1F3;ABRACL;-0.103;0.686;0.787;FALSE;FALSE;FALSE;0;ABRAL;Costars family protein ABRACL
Q9P1U0;POLR1H;0.284;0.0262;0.0622;FALSE;FALSE;FALSE;0;RPA12;DNA-directed RNA polymerase I subunit RPA12
Q9P1Y5;CAMSAP3;-0.442;0.0000167;0.000114;FALSE;FALSE;FALSE;0;CAMP3;Calmodulin-regulated spectrin-associated protein 3
Q9P1Z2;CALCOCO1;0.752;0.000507;0.00216;FALSE;FALSE;TRUE;1;CACO1;Calcium-binding and coiled-coil domain-containing protein 1
Q9P206;NHSL3;-0.892;0.0000015;0.0000133;FALSE;FALSE;FALSE;0;NHSL3;NHS-like protein 3
Q9P253;VPS18;0.889;2.65E-11;9.04E-10;FALSE;FALSE;FALSE;0;VPS18;Vacuolar protein sorting-associated protein 18 homolog
Q9P258;RCC2;-0.247;0.0000133;0.0000925;FALSE;FALSE;FALSE;0;RCC2;Protein RCC2
Q9P260;RELCH;0.431;0.00000813;0.0000594;FALSE;FALSE;FALSE;0;RELCH;RAB11-binding protein RELCH
Q9P265;DIP2B;0.344;0.000779;0.00316;FALSE;FALSE;FALSE;0;DIP2B;Disco-interacting protein 2 homolog B
Q9P270;SLAIN2;-0.377;0.138;0.24;FALSE;FALSE;FALSE;0;SLAI2;SLAIN motif-containing protein 2
Q9P275;USP36;0.399;0.00135;0.00507;FALSE;FALSE;FALSE;0;UBP36;Ubiquitin carboxyl-terminal hydrolase 36
Q9P287;BCCIP;-0.62;0.0034;0.0111;FALSE;FALSE;FALSE;0;BCCIP;BRCA2 and CDKN1A-interacting protein
Q9P289;STK26;-0.397;0.0162;0.0417;FALSE;FALSE;FALSE;0;STK26;Serine/threonine-protein kinase 26
Q9P2B4;CTTNBP2NL;-0.122;0.321;0.455;FALSE;FALSE;FALSE;0;CT2NL;CTTNBP2 N-terminal-like protein
Q9P2D3;HEATR5B;0.107;0.214;0.336;FALSE;FALSE;FALSE;0;HTR5B;HEAT repeat-containing protein 5B
Q9P2E3;ZNFX1;-0.0485;0.593;0.71;FALSE;FALSE;FALSE;0;ZNFX1;NFX1-type zinc finger-containing protein 1
Q9P2E9;RRBP1;0.354;5.04E-08;0.000000654;FALSE;FALSE;FALSE;0;RRBP1;Ribosome-binding protein 1
Q9P2G1;ANKIB1;-0.328;0.0459;0.0992;FALSE;FALSE;TRUE;1;AKIB1;Ankyrin repeat and IBR domain-containing protein 1
Q9P2I0;CPSF2;0.091;0.357;0.492;FALSE;FALSE;FALSE;0;CPSF2;Cleavage and polyadenylation specificity factor subunit 2
Q9P2J5;LARS1;-0.314;0.0978;0.183;FALSE;FALSE;FALSE;0;SYLC;Leucine--tRNA ligase, cytoplasmic
Q9P2K3;RCOR3;0.731;5.57E-09;9.66E-08;FALSE;FALSE;FALSE;0;RCOR3;REST corepressor 3
Q9P2K6;KLHL42;-0.361;0.0000797;0.00044;FALSE;FALSE;FALSE;0;KLH42;Kelch-like protein 42
Q9P2K8;EIF2AK4;0.437;0.000288;0.00132;FALSE;FALSE;FALSE;0;E2AK4;eIF-2-alpha kinase GCN2
Q9P2N5;RBM27;-0.126;0.621;0.735;FALSE;FALSE;FALSE;0;RBM27;RNA-binding protein 27
Q9P2N6;KANSL3;0.367;0.00431;0.0135;FALSE;FALSE;TRUE;3;KANL3;KAT8 regulatory NSL complex subunit 3
Q9P2R3;ANKFY1;-0.141;0.0109;0.0297;FALSE;FALSE;FALSE;0;ANFY1;Rabankyrin-5
Q9P2R7;SUCLA2;0.248;0.00178;0.00642;FALSE;FALSE;FALSE;0;SUCB1;Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial
Q9P2S5;WRAP73;0.261;0.0962;0.181;FALSE;FALSE;TRUE;2;WRP73;WD repeat-containing protein WRAP73
Q9P2T1;GMPR2;-0.112;0.61;0.725;FALSE;FALSE;FALSE;0;GMPR2;GMP reductase 2
Q9P2W1;PSMC3IP;-0.71;0.0000169;0.000115;FALSE;FALSE;FALSE;0;HOP2;Homologous-pairing protein 2 homolog
Q9P2W9;STX18;-0.113;0.413;0.548;FALSE;FALSE;FALSE;0;STX18;Syntaxin-18
Q9P2X0;DPM3;-0.294;0.0635;0.13;FALSE;FALSE;FALSE;0;DPM3;Dolichol-phosphate mannosyltransferase subunit 3
Q9P2X3;IMPACT;0.0479;0.818;0.882;FALSE;FALSE;TRUE;12;IMPCT;Protein IMPACT
Q9P2Y5;UVRAG;-0.0474;0.737;0.825;FALSE;FALSE;TRUE;1;UVRAG;UV radiation resistance-associated gene protein
Q9UBB4;ATXN10;0.114;0.0372;0.0835;FALSE;FALSE;FALSE;0;ATX10;Ataxin-10
Q9UBB5;MBD2;-0.446;0.0000333;0.000205;FALSE;FALSE;FALSE;0;MBD2;Methyl-CpG-binding domain protein 2
Q9UBB6;NCDN;-0.129;0.107;0.197;FALSE;FALSE;FALSE;0;NCDN;Neurochondrin
Q9UBB9;TFIP11;0.0936;0.413;0.548;FALSE;FALSE;FALSE;0;TFP11;Tuftelin-interacting protein 11
Q9UBC2;EPS15L1;0.0787;0.492;0.623;FALSE;FALSE;FALSE;0;EP15R;Epidermal growth factor receptor substrate 15-like 1
Q9UBD5;ORC3;0.136;0.533;0.658;FALSE;FALSE;FALSE;0;ORC3;Origin recognition complex subunit 3
Q9UBE0;SAE1;-0.153;0.346;0.481;FALSE;FALSE;FALSE;0;SAE1;SUMO-activating enzyme subunit 1
Q9UBF2;COPG2;0.65;2.08E-09;4.21E-08;FALSE;FALSE;FALSE;0;COPG2;Coatomer subunit gamma-2
Q9UBF8;PI4KB;0.544;0.00000588;0.0000446;FALSE;FALSE;FALSE;0;PI4KB;Phosphatidylinositol 4-kinase beta
Q9UBI1;COMMD3;0.261;0.255;0.384;FALSE;FALSE;FALSE;0;COMD3;COMM domain-containing protein 3
Q9UBI6;GNG12;-0.596;0.00000395;0.0000311;FALSE;FALSE;FALSE;0;GBG12;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
Q9UBK9;UXT;-0.399;0.21;0.331;FALSE;FALSE;TRUE;1;UXT;Protein UXT
Q9UBL3;ASH2L;0.248;0.109;0.199;FALSE;FALSE;FALSE;0;ASH2L;Set1/Ash2 histone methyltransferase complex subunit ASH2
Q9UBM7;DHCR7;-0.76;0.0000616;0.000352;FALSE;FALSE;FALSE;0;DHCR7;7-dehydrocholesterol reductase
Q9UBN7;HDAC6;0.834;0.00176;0.00633;FALSE;FALSE;TRUE;2;HDAC6;Histone deacetylase 6
Q9UBP0;SPAST;0.252;0.00326;0.0107;FALSE;FALSE;FALSE;0;SPAST;Spastin
Q9UBP6;METTL1;0.195;0.00254;0.00864;FALSE;FALSE;FALSE;0;TRMB;tRNA (guanine-N(7)-)-methyltransferase
Q9UBQ0;VPS29;0.218;0.0143;0.0375;FALSE;FALSE;FALSE;0;VPS29;Vacuolar protein sorting-associated protein 29
Q9UBQ5;EIF3K;-0.126;0.256;0.384;FALSE;FALSE;FALSE;0;EIF3K;Eukaryotic translation initiation factor 3 subunit K
Q9UBQ7;GRHPR;0.718;0.000269;0.00125;FALSE;FALSE;FALSE;0;GRHPR;Glyoxylate reductase/hydroxypyruvate reductase
Q9UBR2;CTSZ;-0.0559;0.734;0.822;FALSE;FALSE;FALSE;0;CATZ;Cathepsin Z
Q9UBS4;DNAJB11;-0.124;0.0589;0.122;FALSE;FALSE;FALSE;0;DJB11;DnaJ homolog subfamily B member 11
Q9UBS8;RNF14;0.0933;0.272;0.402;FALSE;FALSE;FALSE;0;RNF14;E3 ubiquitin-protein ligase RNF14
Q9UBS9;SUCO;0.144;0.251;0.38;FALSE;FALSE;TRUE;1;SUCO;SUN domain-containing ossification factor
Q9UBT2;UBA2;-0.146;0.124;0.221;FALSE;FALSE;FALSE;0;SAE2;SUMO-activating enzyme subunit 2
Q9UBT7;CTNNAL1;0.198;0.569;0.688;FALSE;FALSE;TRUE;2;CTNL1;Alpha-catulin
Q9UBU8;MORF4L1;0.00988;0.976;0.984;FALSE;FALSE;TRUE;4;MO4L1;Mortality factor 4-like protein 1
Q9UBU9;NXF1;-0.0318;0.817;0.881;FALSE;FALSE;FALSE;0;NXF1;Nuclear RNA export factor 1
Q9UBV2;SEL1L;0.18;0.143;0.246;FALSE;FALSE;FALSE;0;SE1L1;Protein sel-1 homolog 1
Q9UBV7;B4GALT7;-0.263;0.325;0.459;FALSE;FALSE;FALSE;0;B4GT7;Beta-1,4-galactosyltransferase 7
Q9UBV8;PEF1;0.243;0.133;0.234;FALSE;FALSE;FALSE;0;PEF1;Peflin
Q9UBW7;ZMYM2;-0.121;0.206;0.327;FALSE;FALSE;FALSE;0;ZMYM2;Zinc finger MYM-type protein 2
Q9UBW8;COPS7A;-0.185;0.278;0.408;FALSE;FALSE;FALSE;0;CSN7A;COP9 signalosome complex subunit 7a
Q9UBX3;SLC25A10;0.000583;0.998;0.999;FALSE;FALSE;FALSE;0;DIC;Mitochondrial dicarboxylate carrier
Q9UBZ4;APEX2;0.0725;0.713;0.806;FALSE;FALSE;TRUE;8;APEX2;DNA-(apurinic or apyrimidinic site) endonuclease 2
Q9UDW1;UQCR10;0.144;0.119;0.215;FALSE;FALSE;FALSE;0;QCR9;Cytochrome b-c1 complex subunit 9
Q9UDX5;MTFP1;-0.267;0.00111;0.00429;FALSE;FALSE;FALSE;0;MTFP1;Mitochondrial fission process protein 1
Q9UDY2;TJP2;-0.846;1.10E-15;2.05E-13;FALSE;FALSE;FALSE;0;ZO2;Tight junction protein ZO-2
Q9UDY8;MALT1;-0.139;0.437;0.571;FALSE;FALSE;FALSE;0;MALT1;Mucosa-associated lymphoid tissue lymphoma translocation protein 1
Q9UEE9;CFDP1;-0.229;0.727;0.817;FALSE;FALSE;TRUE;7;CFDP1;Craniofacial development protein 1
Q9UER7;DAXX;-0.37;0.00325;0.0106;FALSE;FALSE;FALSE;0;DAXX;Death domain-associated protein 6
